time,pr,pet
825638400000,53.57818615436554,136.7875
828316800000,10.15460193157196,171.5625
830908800000,5.962621808052063,233.92083333333332
833587200000,0.0,258.09375
836179200000,0.0,276.675
838857600000,0.0,245.675
841536000000,3.691546618938446,200.0625
844128000000,30.112861156463623,135.140625
846806400000,37.65134811401367,88.0
849398400000,91.574059009552,49.212500000000006
852076800000,117.99781060218811,60.966666666666676
854755200000,15.742947101593018,68.5125
857174400000,23.19891357421875,136.884375
859852800000,5.272859483957291,163.625
862444800000,0.0,231.24062500000002
865123200000,0.0,263.34375
867715200000,0.0,274.834375
870393600000,0.0,248.87187500000002
873072000000,5.377833545207977,192.1875
875664000000,7.051874741911888,160.8125
878342400000,43.416255712509155,84.28125
880934400000,46.76310396194458,85.34687500000001
883612800000,75.48811721801758,84.47500000000001
886291200000,135.95284461975098,96.71666666666667
888710400000,70.48069405555725,135.140625
891388800000,45.91822028160095,179.25
893980800000,20.12292242050171,223.00625000000002
896659200000,0.0,265.96875
899251200000,0.0,273.090625
901929600000,0.0,242.09062500000002
904608000000,5.962420105934143,194.34375
907200000000,10.729149043560028,163.91250000000002
909878400000,27.84871995449066,110.71875
912470400000,7.446257680654526,57.446875000000006
915148800000,91.619313955307,70.525
917827200000,29.99949836730957,73.38333333333333
920246400000,36.54655420780182,126.51875000000001
922924800000,19.461475610733032,184.875
925516800000,4.949065864086151,205.56875000000002
928195200000,0.0,244.125
930787200000,0.0,271.153125
933465600000,1.1035207509994507,249.9375
936144000000,0.0,197.34375
938736000000,6.194861054420471,171.66250000000002
941414400000,10.57655543088913,103.96875
944006400000,0.0,55.929166666666674
946684800000,77.15672612190247,49.987500000000004
949363200000,81.94974708557129,107.54166666666669
951868800000,41.03179752826691,109.371875
954547200000,32.12071180343628,181.875
957139200000,7.028324320912361,233.4041666666667
959817600000,0.0,257.71875
962409600000,0.0,268.15000000000003
965088000000,1.172552466392517,232.1125
967766400000,0.0,187.21875
970358400000,22.006394386291504,168.659375
973036800000,5.796612650156021,83.75
975628800000,10.057045102119446,78.01666666666668
978307200000,82.92547154426575,81.18125
980985600000,42.96257543563843,102.72500000000001
983404800000,69.2148711681366,139.88750000000002
986083200000,28.8877934217453,189.625
988675200000,0.0,248.38750000000002
991353600000,0.0,260.625
993945600000,0.0,269.89375
996624000000,0.6300573721528053,239.0875
999302400000,0.0,206.4375
1001894400000,12.529435575008392,129.29583333333335
1004572800000,51.795727014541626,82.0
1007164800000,57.0284378528595,39.9125
1009843200000,26.426166594028473,69.94375000000001
1012521600000,10.654790759086609,99.75
1014940800000,37.20986473560333,151.51250000000002
1017619200000,6.648412048816681,168.75
1020211200000,0.0,239.571875
1022889600000,1.9252219051122665,261.28125
1025481600000,0.0,271.928125
1028160000000,0.0,257.396875
1030838400000,0.0,194.8125
1033430400000,5.76634381711483,163.525
1036108800000,34.72018003463745,87.125
1038700800000,52.62948417663574,40.6875
